objId,ra,dec,mag,sed_name,redshift
61457193691162,53.2179638,-27.2871912,21.2096104,galaxySED/Burst.25E09.1Z.spec.gz,0.576
61440128833562,53.2483711,-27.2698899,18.9664539,galaxySED/Burst.25E09.1Z.spec.gz,0.254
61440640673818,53.2626919,-27.2631712,21.9731487,galaxySED/Burst.25E09.1Z.spec.gz,0.61
61448782534682,53.2640396,-27.2849699,19.1411995,galaxySED/Burst.25E09.1Z.spec.gz,0.228
61453117232154,53.2627628,-27.2775303,20.0445675,galaxySED/Burst.25E09.1Z.spec.gz,0.414
61457802499098,53.1976804,-27.6551111,23.5197147,galaxySED/Burst.25E09.1Z.spec.gz,1.444
61448451642394,53.1814089,-27.6720839,21.6234631,galaxySED/Burst.25E09.1Z.spec.gz,0.546
61440765545498,53.2071496,-27.2962115,23.5344261,galaxySED/Burst.25E09.1Z.spec.gz,0.98
61441762323482,53.2009893,-27.3138057,21.4313969,galaxySED/Burst.25E09.1Z.spec.gz,0.562
61440248826906,53.1920994,-27.3249839,17.7945542,galaxySED/Burst.25E09.1Z.spec.gz,0.202
61440500807706,53.1302776,-27.3797261,19.5625118,galaxySED/Burst.25E09.1Z.spec.gz,0.252
61448207651866,53.1338524,-27.3703225,21.4196571,galaxySED/Burst.25E09.1Z.spec.gz,0.664
61442092770330,53.189011,-27.3820781,22.377684,galaxySED/Burst.25E09.1Z.spec.gz,0.81
61445632601114,53.1920638,-27.37647,22.0390076,galaxySED/Burst.25E09.1Z.spec.gz,0.602
61441722342426,53.2027387,-27.3735826,22.2645039,galaxySED/Burst.25E09.1Z.spec.gz,0.934
61444209916954,53.1837189,-27.3792878,16.4843611,galaxySED/Burst.25E09.1Z.spec.gz,0.1
61444248222746,53.1850259,-27.375266,22.7218041,galaxySED/Burst.25E09.1Z.spec.gz,0.672
61457833637914,53.1971058,-27.3622858,23.0251679,galaxySED/Burst.25E09.1Z.spec.gz,1.008
61450138810394,53.1930869,-27.3644775,20.811541,galaxySED/Burst.25E09.1Z.spec.gz,0.436
61440767790106,53.0149654,-27.4680271,22.6649059,galaxySED/Burst.25E09.1Z.spec.gz,0.968
61441031223322,53.0397337,-27.456431,22.3673576,galaxySED/Burst.25E09.1Z.spec.gz,1.044
61457790047258,53.1046067,-27.4650949,20.4822353,galaxySED/Burst.25E09.1Z.spec.gz,0.488
61440999866394,53.0995682,-27.4359127,21.4313969,galaxySED/Burst.25E09.1Z.spec.gz,0.562
61442131851290,53.0880547,-27.4472843,21.8945622,galaxySED/Burst.25E09.1Z.spec.gz,0.574
61443474283546,53.081874,-27.4588906,23.5848412,galaxySED/Burst.25E09.1Z.spec.gz,2.194
61440155641882,53.0714589,-27.4458637,19.5672764,galaxySED/Burst.25E09.1Z.spec.gz,0.324
61456105155610,53.2047936,-27.4101072,20.0580982,galaxySED/Burst.25E09.1Z.spec.gz,0.296
61444265634842,53.130847,-27.4587346,22.7895588,galaxySED/Burst.25E09.1Z.spec.gz,1.17
61449803396122,53.1484088,-27.4612668,21.7161144,galaxySED/Burst.25E09.1Z.spec.gz,0.828
61448960981018,53.1909722,-27.4332528,20.2748474,galaxySED/Burst.25E09.1Z.spec.gz,0.386
61440205094938,53.1413784,-27.4336294,17.8301052,galaxySED/Burst.25E09.1Z.spec.gz,0.184
61457838095386,53.1098038,-27.4304409,20.7150082,galaxySED/Burst.25E09.1Z.spec.gz,0.414
61448383720474,53.1651359,-27.3961883,21.2384819,galaxySED/Burst.25E09.1Z.spec.gz,0.426
61446709130266,53.1627727,-27.3904004,22.3595623,galaxySED/Burst.25E09.1Z.spec.gz,0.81
61452122530842,53.181494,-27.3903417,21.6548218,galaxySED/Burst.25E09.1Z.spec.gz,0.874
61450657300506,53.1255436,-27.4225329,23.5848412,galaxySED/Burst.25E09.1Z.spec.gz,2.194
61457828384794,52.8932596,-27.6427508,21.1742405,galaxySED/Burst.25E09.1Z.spec.gz,0.454
61442899610650,52.8821183,-27.6426979,22.9690651,galaxySED/Burst.25E09.1Z.spec.gz,0.866
61445358914586,52.8747048,-27.6425666,20.7353272,galaxySED/Burst.25E09.1Z.spec.gz,0.35
61445418453018,52.8867067,-27.6356717,18.16647,galaxySED/Burst.25E09.1Z.spec.gz,0.216
61440478414874,52.8789056,-27.5967943,21.5295166,galaxySED/Burst.25E09.1Z.spec.gz,0.53
61442071993370,52.8865404,-27.5940385,20.8818192,galaxySED/Burst.25E09.1Z.spec.gz,0.376
61446190341146,52.8939035,-27.6023713,20.3964562,galaxySED/Burst.25E09.1Z.spec.gz,0.418
61455113808922,52.8608018,-27.6049752,24.1877617,galaxySED/Burst.25E09.1Z.spec.gz,1.12
61441120877594,52.8745358,-27.6299935,20.8818192,galaxySED/Burst.25E09.1Z.spec.gz,0.376
61448669135898,52.8821273,-27.6205159,24.6392464,galaxySED/Burst.25E09.1Z.spec.gz,1.762
61457771249690,52.9980068,-27.6130796,21.2518887,galaxySED/Burst.25E09.1Z.spec.gz,0.576
61455560763418,52.980323,-27.5958163,21.679356,galaxySED/Burst.25E09.1Z.spec.gz,0.696
61447691085850,53.0013218,-27.5936542,20.1691784,galaxySED/Burst.25E09.1Z.spec.gz,0.32
61448799251482,52.9872331,-27.5829127,24.480267,galaxySED/Burst.25E09.1Z.spec.gz,1.566
61443572757530,52.9926821,-27.586034,21.9307026,galaxySED/Burst.25E09.1Z.spec.gz,0.746
61440328956954,52.9526202,-27.6169971,17.8301052,galaxySED/Burst.25E09.1Z.spec.gz,0.184
61440378980378,52.9485332,-27.6295705,19.9346871,galaxySED/Burst.25E09.1Z.spec.gz,0.302
61440765181978,52.9698654,-27.5113599,20.7935108,galaxySED/Burst.25E09.1Z.spec.gz,0.456
61445529844762,52.9867159,-27.5035847,21.2701687,galaxySED/Burst.25E09.1Z.spec.gz,0.736
61454945408026,52.9869568,-27.4915153,24.7724213,galaxySED/Burst.25E09.1Z.spec.gz,1.986
61443788736538,52.9492059,-27.5234157,20.8818192,galaxySED/Burst.25E09.1Z.spec.gz,0.376
61447690877978,52.9403983,-27.5423333,19.4706368,galaxySED/Burst.25E09.1Z.spec.gz,0.324
61454012447770,52.9462093,-27.5384577,19.9356827,galaxySED/Burst.25E09.1Z.spec.gz,0.494
61456379660314,52.9959317,-27.5546208,22.98358,galaxySED/Burst.25E09.1Z.spec.gz,1.126
61444830381082,53.0030929,-27.5327994,22.5269016,galaxySED/Burst.25E09.1Z.spec.gz,1.03
61440207636506,52.9722934,-27.5493994,20.0683712,galaxySED/Burst.25E09.1Z.spec.gz,0.378
61440952949786,52.9900304,-27.5172162,21.0577416,galaxySED/Burst.25E09.1Z.spec.gz,0.65
61447678019610,52.9895967,-27.5249469,19.9648861,galaxySED/Burst.25E09.1Z.spec.gz,0.302
61456509881370,52.9770757,-27.5843592,23.3762573,galaxySED/Burst.25E09.1Z.spec.gz,0.898
61446511268890,52.9811861,-27.5723653,20.9916004,galaxySED/Burst.25E09.1Z.spec.gz,0.34
61454497720346,52.9134439,-27.5651553,20.1691784,galaxySED/Burst.25E09.1Z.spec.gz,0.32
61447030706202,52.9360466,-27.565485,23.5614781,galaxySED/Burst.25E09.1Z.spec.gz,1.578
61457831064602,52.9428339,-27.5690616,23.8074307,galaxySED/Burst.25E09.1Z.spec.gz,1.28
61457818594330,52.9280283,-27.5771869,19.1411995,galaxySED/Burst.25E09.1Z.spec.gz,0.228
61441168641050,52.9420799,-27.6132709,20.6114868,galaxySED/Burst.25E09.1Z.spec.gz,0.344
61456061472794,52.9386279,-27.6126148,19.5467304,galaxySED/Burst.25E09.1Z.spec.gz,0.37
61446420245530,52.9294167,-27.6114514,19.3290638,galaxySED/Burst.25E09.1Z.spec.gz,0.262
61457845367834,52.937713,-27.5841486,22.5935177,galaxySED/Burst.25E09.1Z.spec.gz,0.768
61440307633178,53.1945249,-27.6129931,21.9472927,galaxySED/Burst.25E09.1Z.spec.gz,0.656
61440368808986,53.1889704,-27.6229303,17.8301052,galaxySED/Burst.25E09.1Z.spec.gz,0.184
61445205030938,53.1988669,-27.615866,22.259663,galaxySED/Burst.25E09.1Z.spec.gz,0.55
61449854738458,53.1905563,-27.6296527,22.4168953,galaxySED/Burst.25E09.1Z.spec.gz,0.954
61447694899226,53.1795439,-27.5876669,21.5418514,galaxySED/Burst.25E09.1Z.spec.gz,0.83
61442368773146,53.1858371,-27.5874774,21.4870133,galaxySED/Burst.25E09.1Z.spec.gz,0.62
61457826599962,53.1872299,-27.5835917,21.9472927,galaxySED/Burst.25E09.1Z.spec.gz,0.656
61441395251226,53.1857422,-27.5904271,16.4843611,galaxySED/Burst.25E09.1Z.spec.gz,0.1
61442497891354,53.1398839,-27.6390821,20.6853298,galaxySED/Burst.25E09.1Z.spec.gz,0.57
61440943384602,53.2057272,-27.4843036,23.4233135,galaxySED/Burst.25E09.1Z.spec.gz,1.228
61440327908378,53.2065485,-27.523363,20.1252884,galaxySED/Burst.25E09.1Z.spec.gz,0.35
61446389571610,53.1659365,-27.5230427,18.16647,galaxySED/Burst.25E09.1Z.spec.gz,0.216
61450136640538,53.0158212,-27.6413017,23.6268925,galaxySED/Burst.25E09.1Z.spec.gz,1.338
61440697503770,53.0303631,-27.6435319,22.2811894,galaxySED/Burst.25E09.1Z.spec.gz,0.61
61443779362842,53.0378417,-27.6421895,21.9792484,galaxySED/Burst.25E09.1Z.spec.gz,0.648
61454541123610,53.0853574,-27.642968,22.822245,galaxySED/Burst.25E09.1Z.spec.gz,0.844
61444540887066,53.091772,-27.6410265,21.2607578,galaxySED/Burst.25E09.1Z.spec.gz,0.474
61442083382298,53.0963477,-27.6139781,22.5939507,galaxySED/Burst.25E09.1Z.spec.gz,1.118
61447502664730,53.0909432,-27.6253824,19.4613518,galaxySED/Burst.25E09.1Z.spec.gz,0.292
61442438639642,53.0988042,-27.5678647,20.8818192,galaxySED/Burst.25E09.1Z.spec.gz,0.376
61443324600346,53.0989283,-27.5669753,23.1617073,galaxySED/Burst.25E09.1Z.spec.gz,1.118
61442569844762,53.0652652,-27.5953746,23.6972202,galaxySED/Burst.25E09.1Z.spec.gz,1.386
61442785172506,53.0901653,-27.6111926,18.7169117,galaxySED/Burst.25E09.1Z.spec.gz,0.252
61444177100826,53.058403,-27.607857,21.1875462,galaxySED/Burst.25E09.1Z.spec.gz,0.63
61441718064154,53.0604095,-27.630496,22.6704811,galaxySED/Burst.25E09.1Z.spec.gz,0.986
61441837571098,53.110209,-27.5593055,21.7175774,galaxySED/Burst.25E09.1Z.spec.gz,0.91
61445857417242,53.1372756,-27.5587152,19.4836544,galaxySED/Burst.25E09.1Z.spec.gz,0.416
61442971245594,53.1282411,-27.5629528,21.0792851,galaxySED/Burst.25E09.1Z.spec.gz,0.322
61457465286682,53.1081969,-27.6292776,23.2712483,galaxySED/Burst.25E09.1Z.spec.gz,1.054
61448157762586,53.1202343,-27.6063444,21.6142029,galaxySED/Burst.25E09.1Z.spec.gz,0.722
61440135594010,53.0245643,-27.6235181,20.8818192,galaxySED/Burst.25E09.1Z.spec.gz,0.376
61440994650138,53.0209794,-27.617221,21.5519489,galaxySED/Burst.25E09.1Z.spec.gz,0.756
61443059236890,53.0908946,-27.5656833,16.4843611,galaxySED/Burst.25E09.1Z.spec.gz,0.1
61441824759834,53.0775369,-27.5583453,21.6234631,galaxySED/Burst.25E09.1Z.spec.gz,0.546
61457704135706,53.0720559,-27.5814974,22.3457665,galaxySED/Burst.25E09.1Z.spec.gz,0.796
